"device_id","timestamp","sensor_type","value","unit"
"humidity_sensor_001","2024-11-12T23:59:53.510078+00:00","humidity","41.34","Percent"
"humidity_sensor_001","2024-11-12T23:59:58.600061+00:00","humidity","49.12","Percent"
"humidity_sensor_001","2024-11-13T00:00:03.669891+00:00","humidity","51.38","Percent"
"humidity_sensor_001","2024-11-13T00:00:06.448293+00:00","humidity","56.47","Percent"
"humidity_sensor_001","2024-11-13T00:00:11.543240+00:00","humidity","59.26","Percent"
"humidity_sensor_001","2024-11-13T00:00:19.230742+00:00","humidity","64.6","Percent"
"humidity_sensor_001","2024-11-13T00:00:24.326382+00:00","humidity","44.38","Percent"
"humidity_sensor_001","2024-11-13T00:00:29.474148+00:00","humidity","51.79","Percent"
"humidity_sensor_001","2024-11-13T00:00:35.253780+00:00","humidity","40.96","Percent"
"humidity_sensor_001","2024-11-13T00:00:40.125369+00:00","humidity","67.84","Percent"
"humidity_sensor_001","2024-11-13T00:00:45.406398+00:00","humidity","63.77","Percent"
"humidity_sensor_001","2024-11-13T00:00:49.967252+00:00","humidity","65.67","Percent"
"humidity_sensor_001","2024-11-13T00:00:55.257044+00:00","humidity","56.07","Percent"
"humidity_sensor_001","2024-11-13T00:01:01.014996+00:00","humidity","60.44","Percent"
"humidity_sensor_001","2024-11-13T00:01:03.345075+00:00","humidity","46.76","Percent"
"humidity_sensor_001","2024-11-13T00:01:08.297826+00:00","humidity","37.88","Percent"
"humidity_sensor_001","2024-11-13T00:01:13.194709+00:00","humidity","53.8","Percent"
"humidity_sensor_001","2024-11-13T00:01:17.885025+00:00","humidity","39.87","Percent"
"humidity_sensor_001","2024-11-13T00:01:22.924669+00:00","humidity","53.59","Percent"
"humidity_sensor_001","2024-11-13T00:01:27.963969+00:00","humidity","56.62","Percent"
"humidity_sensor_001","2024-11-13T00:01:32.742027+00:00","humidity","53.16","Percent"
"humidity_sensor_001","2024-11-13T00:01:39.803322+00:00","humidity","36.8","Percent"
"humidity_sensor_001","2024-11-13T00:01:44.455004+00:00","humidity","33.66","Percent"
"humidity_sensor_001","2024-11-13T00:01:49.203097+00:00","humidity","56.4","Percent"
"humidity_sensor_001","2024-11-13T00:01:54.025825+00:00","humidity","67.52","Percent"
"humidity_sensor_001","2024-11-13T00:01:59.123962+00:00","humidity","55.71","Percent"
"humidity_sensor_001","2024-11-13T00:02:04.652350+00:00","humidity","55.06","Percent"
"humidity_sensor_001","2024-11-13T00:02:09.742592+00:00","humidity","56.08","Percent"
"humidity_sensor_001","2024-11-13T00:02:12.242504+00:00","humidity","60.66","Percent"
"humidity_sensor_001","2024-11-13T00:02:17.471056+00:00","humidity","56.25","Percent"
"humidity_sensor_001","2024-11-13T00:02:25.098723+00:00","humidity","61.77","Percent"
"humidity_sensor_001","2024-11-13T00:02:30.173762+00:00","humidity","55.13","Percent"
"humidity_sensor_001","2024-11-13T00:02:35.615140+00:00","humidity","56.94","Percent"
"humidity_sensor_001","2024-11-13T00:02:40.820696+00:00","humidity","56.97","Percent"
"humidity_sensor_001","2024-11-13T00:02:45.631724+00:00","humidity","39.05","Percent"
"humidity_sensor_001","2024-11-13T00:02:50.400978+00:00","humidity","34.6","Percent"
"humidity_sensor_001","2024-11-13T00:02:55.702137+00:00","humidity","40.2","Percent"
"humidity_sensor_001","2024-11-13T00:02:58.527239+00:00","humidity","58.57","Percent"
"energy_sensor_001","2024-11-13T00:02:38.345589+00:00","energy","2.72","kWh"
"energy_sensor_001","2024-11-13T00:02:45.993521+00:00","energy","3.6","kWh"
"energy_sensor_001","2024-11-13T00:02:50.699355+00:00","energy","1.97","kWh"
"energy_sensor_001","2024-11-13T00:02:53.009308+00:00","energy","2.48","kWh"
"energy_sensor_001","2024-11-13T00:02:58.228620+00:00","energy","4","kWh"
"energy_sensor_001","2024-11-13T00:03:03.389906+00:00","energy","4.16","kWh"
"energy_sensor_001","2024-11-13T00:03:08.796425+00:00","energy","1.01","kWh"
"energy_sensor_001","2024-11-13T00:03:14.035978+00:00","energy","3.37","kWh"
"energy_sensor_001","2024-11-13T00:03:21.891541+00:00","energy","2.68","kWh"
"energy_sensor_001","2024-11-13T00:03:27.319491+00:00","energy","0.97","kWh"
"energy_sensor_001","2024-11-13T00:03:30.328457+00:00","energy","4.72","kWh"
"energy_sensor_001","2024-11-13T00:03:35.593971+00:00","energy","1.04","kWh"
"energy_sensor_001","2024-11-13T00:03:42.730470+00:00","energy","4.82","kWh"
"energy_sensor_001","2024-11-13T00:03:47.722351+00:00","energy","1.38","kWh"
"energy_sensor_001","2024-11-13T00:03:52.388443+00:00","energy","4.8","kWh"
"energy_sensor_001","2024-11-13T00:03:57.623179+00:00","energy","4.07","kWh"
"energy_sensor_001","2024-11-13T00:04:04.037886+00:00","energy","3.46","kWh"
"energy_sensor_001","2024-11-13T00:04:08.612655+00:00","energy","2.33","kWh"
"energy_sensor_001","2024-11-13T00:04:13.311674+00:00","energy","2.28","kWh"
"energy_sensor_001","2024-11-13T00:04:15.701081+00:00","energy","1.97","kWh"
"energy_sensor_001","2024-11-13T00:04:20.591735+00:00","energy","2.69","kWh"
"energy_sensor_001","2024-11-13T00:04:28.258900+00:00","energy","0.89","kWh"
"energy_sensor_001","2024-11-13T00:04:33.253751+00:00","energy","0.72","kWh"
"energy_sensor_001","2024-11-13T00:04:38.391230+00:00","energy","3.83","kWh"
"energy_sensor_001","2024-11-13T00:04:44.426782+00:00","energy","3.49","kWh"
"energy_sensor_001","2024-11-13T00:04:49.482989+00:00","energy","4.86","kWh"
"energy_sensor_001","2024-11-13T00:05:00.119474+00:00","energy","2.92","kWh"
"energy_sensor_001","2024-11-13T00:05:05.165189+00:00","energy","2.52","kWh"
"energy_sensor_001","2024-11-13T00:05:11.130398+00:00","energy","4.33","kWh"
"energy_sensor_001","2024-11-13T00:05:13.412658+00:00","energy","0.78","kWh"
"energy_sensor_001","2024-11-13T00:05:18.216913+00:00","energy","2.17","kWh"
"energy_sensor_001","2024-11-13T00:05:26.217847+00:00","energy","2.32","kWh"
"energy_sensor_001","2024-11-13T00:05:32.758123+00:00","energy","3.4","kWh"
"energy_sensor_001","2024-11-13T00:05:35.622273+00:00","energy","1.72","kWh"
"energy_sensor_001","2024-11-13T00:05:40.910137+00:00","energy","1.74","kWh"
"energy_sensor_001","2024-11-13T00:05:49.634478+00:00","energy","1.57","kWh"
"energy_sensor_001","2024-11-13T00:05:55.584508+00:00","energy","1.15","kWh"
"energy_sensor_001","2024-11-13T00:05:58.320588+00:00","energy","1.99","kWh"
"energy_sensor_001","2024-11-13T00:06:03.909369+00:00","energy","4.29","kWh"
"energy_sensor_001","2024-11-13T00:06:12.306853+00:00","energy","4.81","kWh"
"energy_sensor_001","2024-11-13T00:06:17.552978+00:00","energy","3.26","kWh"
"energy_sensor_001","2024-11-13T00:06:20.239718+00:00","energy","3.99","kWh"
"energy_sensor_001","2024-11-13T00:06:27.856084+00:00","energy","0.88","kWh"
"energy_sensor_001","2024-11-13T00:06:35.310280+00:00","energy","0.74","kWh"
"energy_sensor_001","2024-11-13T00:06:41.107698+00:00","energy","4.02","kWh"
"energy_sensor_001","2024-11-13T00:06:44.413242+00:00","energy","2.16","kWh"
"energy_sensor_001","2024-11-13T00:06:59.605333+00:00","energy","3.29","kWh"
"energy_sensor_001","2024-11-13T00:07:05.041965+00:00","energy","2.96","kWh"
"energy_sensor_001","2024-11-13T00:07:07.594581+00:00","energy","3.1","kWh"
"energy_sensor_001","2024-11-13T00:07:12.528006+00:00","energy","0.55","kWh"
"energy_sensor_001","2024-11-13T00:07:20.629352+00:00","energy","4.72","kWh"
"energy_sensor_001","2024-11-13T00:07:25.960778+00:00","energy","2.88","kWh"
"energy_sensor_001","2024-11-13T00:07:28.627042+00:00","energy","2.9","kWh"
"energy_sensor_001","2024-11-13T00:07:34.806623+00:00","energy","1.38","kWh"
"energy_sensor_001","2024-11-13T00:07:43.722590+00:00","energy","1.45","kWh"
"energy_sensor_001","2024-11-13T00:07:46.186490+00:00","energy","1.61","kWh"
"energy_sensor_001","2024-11-13T00:07:58.540256+00:00","energy","4.5","kWh"
"energy_sensor_001","2024-11-13T00:08:09.433906+00:00","energy","4.45","kWh"
"energy_sensor_001","2024-11-13T00:08:25.013454+00:00","energy","3.59","kWh"
"energy_sensor_001","2024-11-13T00:08:27.546983+00:00","energy","1.93","kWh"
"energy_sensor_001","2024-11-13T00:08:40.732210+00:00","energy","1.65","kWh"
"energy_sensor_001","2024-11-13T00:08:45.581378+00:00","energy","1.34","kWh"
"energy_sensor_001","2024-11-13T00:08:53.649428+00:00","energy","4.94","kWh"
"energy_sensor_001","2024-11-13T00:08:59.562641+00:00","energy","4.4","kWh"
"energy_sensor_001","2024-11-13T00:09:02.130356+00:00","energy","3.47","kWh"
"energy_sensor_001","2024-11-13T00:09:07.778668+00:00","energy","2.1","kWh"
"energy_sensor_001","2024-11-13T00:09:16.097243+00:00","energy","2.96","kWh"
"energy_sensor_001","2024-11-13T00:09:24.163127+00:00","energy","4.17","kWh"
"energy_sensor_001","2024-11-13T00:09:28.985104+00:00","energy","4.58","kWh"
"energy_sensor_001","2024-11-13T00:09:33.941497+00:00","energy","4.19","kWh"
"energy_sensor_001","2024-11-13T00:09:36.389329+00:00","energy","1.82","kWh"
"energy_sensor_001","2024-11-13T00:09:41.368530+00:00","energy","3.21","kWh"
"energy_sensor_001","2024-11-13T00:09:49.273473+00:00","energy","4.11","kWh"
"energy_sensor_001","2024-11-13T00:09:54.289091+00:00","energy","1.29","kWh"
"energy_sensor_001","2024-11-13T00:10:00.585375+00:00","energy","2.79","kWh"
"energy_sensor_001","2024-11-13T00:10:05.727381+00:00","energy","2.37","kWh"
"energy_sensor_001","2024-11-13T00:10:11.075342+00:00","energy","1.45","kWh"
"energy_sensor_001","2024-11-13T00:10:16.636387+00:00","energy","3.3","kWh"
"energy_sensor_001","2024-11-13T00:10:21.851253+00:00","energy","3.5","kWh"
"energy_sensor_001","2024-11-13T00:10:27.887198+00:00","energy","0.92","kWh"
"energy_sensor_001","2024-11-13T00:10:32.675189+00:00","energy","3.39","kWh"
"energy_sensor_001","2024-11-13T00:10:35.059388+00:00","energy","3.16","kWh"
"energy_sensor_001","2024-11-13T00:10:40.254257+00:00","energy","2.7","kWh"
"energy_sensor_001","2024-11-13T00:10:48.450907+00:00","energy","4.87","kWh"
"energy_sensor_001","2024-11-13T00:11:01.946017+00:00","energy","3.61","kWh"
"energy_sensor_001","2024-11-13T00:11:07.187482+00:00","energy","4.94","kWh"
"energy_sensor_001","2024-11-13T00:11:10.057002+00:00","energy","4.78","kWh"
"energy_sensor_001","2024-11-13T00:11:15.445150+00:00","energy","1.25","kWh"
"energy_sensor_001","2024-11-13T00:11:23.819411+00:00","energy","1.56","kWh"
"energy_sensor_001","2024-11-13T00:11:30.024940+00:00","energy","3.39","kWh"
"energy_sensor_001","2024-11-13T00:11:33.111972+00:00","energy","2.75","kWh"
"energy_sensor_001","2024-11-13T00:11:40.027661+00:00","energy","2.58","kWh"
"energy_sensor_001","2024-11-13T00:11:52.447229+00:00","energy","2.05","kWh"
"energy_sensor_001","2024-11-13T00:11:57.886557+00:00","energy","1.37","kWh"
"energy_sensor_001","2024-11-13T00:12:03.423599+00:00","energy","3.02","kWh"
"temp_sensor_001","2024-11-12T23:55:23.538959+00:00","temperature","18.28","Celsius"
"temp_sensor_001","2024-11-12T23:55:28.655119+00:00","temperature","19.24","Celsius"
"temp_sensor_001","2024-11-12T23:55:33.725795+00:00","temperature","20.05","Celsius"
"temp_sensor_001","2024-11-12T23:55:38.688666+00:00","temperature","24.54","Celsius"
"temp_sensor_001","2024-11-12T23:55:44.641377+00:00","temperature","19.52","Celsius"
"temp_sensor_001","2024-11-12T23:55:49.627256+00:00","temperature","21.08","Celsius"
"temp_sensor_001","2024-11-12T23:55:57.308938+00:00","temperature","19.24","Celsius"
"temp_sensor_001","2024-11-12T23:56:02.491378+00:00","temperature","18.65","Celsius"
"temp_sensor_001","2024-11-12T23:56:05.061856+00:00","temperature","22.36","Celsius"
"temp_sensor_001","2024-11-12T23:56:10.116426+00:00","temperature","24.79","Celsius"
"temp_sensor_001","2024-11-12T23:56:18.476311+00:00","temperature","22.61","Celsius"
"temp_sensor_001","2024-11-12T23:56:23.354236+00:00","temperature","19.04","Celsius"
"temp_sensor_001","2024-11-12T23:56:29.747792+00:00","temperature","19.21","Celsius"
"temp_sensor_001","2024-11-12T23:56:34.985263+00:00","temperature","20.25","Celsius"
"temp_sensor_001","2024-11-12T23:56:40.224696+00:00","temperature","22.79","Celsius"
"temp_sensor_001","2024-11-12T23:56:45.781997+00:00","temperature","21.32","Celsius"
"temp_sensor_001","2024-11-12T23:56:51.379179+00:00","temperature","18.62","Celsius"
"temp_sensor_001","2024-11-12T23:56:56.448081+00:00","temperature","20.98","Celsius"
"temp_sensor_001","2024-11-12T23:57:01.733333+00:00","temperature","20.5","Celsius"
"temp_sensor_001","2024-11-12T23:57:07.260026+00:00","temperature","18.16","Celsius"
"temp_sensor_001","2024-11-12T23:57:12.411847+00:00","temperature","23.2","Celsius"
"temp_sensor_001","2024-11-12T23:57:14.788686+00:00","temperature","19.67","Celsius"
"temp_sensor_001","2024-11-12T23:57:20.213081+00:00","temperature","20.32","Celsius"
"temp_sensor_001","2024-11-12T23:57:27.765331+00:00","temperature","23.77","Celsius"
"temp_sensor_001","2024-11-12T23:57:33.552133+00:00","temperature","19.92","Celsius"
"temp_sensor_001","2024-11-12T23:57:38.628120+00:00","temperature","20.28","Celsius"
"temp_sensor_001","2024-11-12T23:57:43.938852+00:00","temperature","18.61","Celsius"
"temp_sensor_001","2024-11-12T23:57:49.764396+00:00","temperature","19.58","Celsius"
"temp_sensor_001","2024-11-12T23:58:01.332091+00:00","temperature","21.49","Celsius"
"temp_sensor_001","2024-11-12T23:58:05.931844+00:00","temperature","24.67","Celsius"
"temp_sensor_001","2024-11-12T23:58:17.979755+00:00","temperature","19.76","Celsius"
"temp_sensor_001","2024-11-12T23:58:23.223134+00:00","temperature","21.06","Celsius"
"temp_sensor_001","2024-11-12T23:58:28.278796+00:00","temperature","24.93","Celsius"
"temp_sensor_001","2024-11-12T23:58:33.519239+00:00","temperature","24.13","Celsius"
"temp_sensor_001","2024-11-12T23:58:38.766256+00:00","temperature","19.92","Celsius"
"temp_sensor_001","2024-11-13T00:02:30.168792+00:00","temperature","20.26","Celsius"
"temp_sensor_001","2024-11-13T00:02:35.185324+00:00","temperature","21.94","Celsius"
"temp_sensor_001","2024-11-13T00:02:40.047717+00:00","temperature","19.94","Celsius"
"temp_sensor_001","2024-11-13T00:02:44.944686+00:00","temperature","18.18","Celsius"
"temp_sensor_001","2024-11-13T00:02:47.243433+00:00","temperature","23.28","Celsius"
"temp_sensor_001","2024-11-13T00:02:51.936677+00:00","temperature","19.31","Celsius"
"temp_sensor_001","2024-11-13T00:02:56.638434+00:00","temperature","23.79","Celsius"
"temp_sensor_001","2024-11-13T00:03:01.237569+00:00","temperature","22.2","Celsius"
"temp_sensor_001","2024-11-13T00:03:06.194358+00:00","temperature","18.24","Celsius"
"temp_sensor_001","2024-11-13T00:03:14.040675+00:00","temperature","22.71","Celsius"
"temp_sensor_001","2024-11-13T00:03:19.284990+00:00","temperature","22.2","Celsius"
"temp_sensor_001","2024-11-13T00:03:21.914907+00:00","temperature","21.52","Celsius"
"temp_sensor_001","2024-11-13T00:03:27.400004+00:00","temperature","23.06","Celsius"
"temp_sensor_001","2024-11-13T00:03:34.804764+00:00","temperature","21.89","Celsius"
"temp_sensor_001","2024-11-13T00:03:40.275797+00:00","temperature","19.56","Celsius"
"temp_sensor_001","2024-11-13T00:03:45.211176+00:00","temperature","22.05","Celsius"
"temp_sensor_001","2024-11-13T00:03:50.794227+00:00","temperature","18.7","Celsius"
"temp_sensor_001","2024-11-13T00:03:55.309727+00:00","temperature","22.69","Celsius"
"temp_sensor_001","2024-11-13T00:04:00.144291+00:00","temperature","22.77","Celsius"
"temp_sensor_001","2024-11-13T00:06:11.943256+00:00","temperature","23.5","Celsius"
"temp_sensor_001","2024-11-13T00:06:17.425380+00:00","temperature","24.75","Celsius"
"temp_sensor_001","2024-11-13T00:06:27.185890+00:00","temperature","22.51","Celsius"
"temp_sensor_001","2024-11-13T00:06:32.585537+00:00","temperature","22.95","Celsius"
"temp_sensor_001","2024-11-13T00:06:34.924688+00:00","temperature","19.16","Celsius"
"temp_sensor_001","2024-11-13T00:06:40.465765+00:00","temperature","18.34","Celsius"
"temp_sensor_001","2024-11-13T00:06:45.811463+00:00","temperature","22.05","Celsius"
"temp_sensor_001","2024-11-13T00:07:01.861680+00:00","temperature","21.6","Celsius"
"temp_sensor_001","2024-11-13T00:07:07.127164+00:00","temperature","24.01","Celsius"
"temp_sensor_001","2024-11-13T00:07:09.792551+00:00","temperature","22.37","Celsius"
"temp_sensor_001","2024-11-13T00:07:15.021844+00:00","temperature","19.6","Celsius"
"temp_sensor_001","2024-11-13T00:07:24.627474+00:00","temperature","23.5","Celsius"
"temp_sensor_001","2024-11-13T00:07:29.521696+00:00","temperature","24.63","Celsius"
"temp_sensor_001","2024-11-13T00:07:33.203859+00:00","temperature","20.49","Celsius"
"temp_sensor_001","2024-11-13T00:07:37.929868+00:00","temperature","21.52","Celsius"
"temp_sensor_001","2024-11-13T00:07:43.169049+00:00","temperature","21.54","Celsius"
"temp_sensor_001","2024-11-13T00:07:59.642620+00:00","temperature","24.74","Celsius"
"temp_sensor_001","2024-11-13T00:08:12.319570+00:00","temperature","18.45","Celsius"
"temp_sensor_001","2024-11-13T00:08:25.008687+00:00","temperature","18.63","Celsius"
"temp_sensor_001","2024-11-13T00:08:37.642168+00:00","temperature","24.29","Celsius"
"temp_sensor_001","2024-11-13T00:08:45.194677+00:00","temperature","19.9","Celsius"
"temp_sensor_001","2024-11-13T00:10:08.547309+00:00","temperature","18.31","Celsius"
"temp_sensor_001","2024-11-13T00:10:15.522640+00:00","temperature","19.63","Celsius"
"temp_sensor_001","2024-11-13T00:10:20.209227+00:00","temperature","18.09","Celsius"
"temp_sensor_001","2024-11-13T00:10:25.265012+00:00","temperature","18.72","Celsius"
"temp_sensor_001","2024-11-13T00:10:31.018735+00:00","temperature","18.89","Celsius"
"temp_sensor_001","2024-11-13T00:10:35.688914+00:00","temperature","23.14","Celsius"
"temp_sensor_001","2024-11-13T00:10:38.001402+00:00","temperature","22.98","Celsius"
"temp_sensor_001","2024-11-13T00:10:43.029961+00:00","temperature","24.09","Celsius"
"temp_sensor_001","2024-11-13T00:10:58.414568+00:00","temperature","18.46","Celsius"
"temp_sensor_001","2024-11-13T00:11:01.047457+00:00","temperature","24.02","Celsius"
"temp_sensor_001","2024-11-13T00:11:06.469665+00:00","temperature","20.68","Celsius"
"temp_sensor_001","2024-11-13T00:11:14.928985+00:00","temperature","22.67","Celsius"
"temp_sensor_001","2024-11-13T00:11:20.316670+00:00","temperature","22.27","Celsius"
"temp_sensor_001","2024-11-13T00:11:23.847078+00:00","temperature","24.66","Celsius"
"temp_sensor_001","2024-11-13T00:11:30.030493+00:00","temperature","19.19","Celsius"
"humidity_sensor_001","2024-11-12T23:56:54.071208+00:00","humidity","54.55","Percent"
"humidity_sensor_001","2024-11-12T23:56:59.365517+00:00","humidity","30.56","Percent"
"humidity_sensor_001","2024-11-12T23:57:01.861068+00:00","humidity","54.16","Percent"
"humidity_sensor_001","2024-11-12T23:57:07.347543+00:00","humidity","53.59","Percent"
"humidity_sensor_001","2024-11-12T23:57:15.356173+00:00","humidity","56.82","Percent"
"humidity_sensor_001","2024-11-12T23:57:20.380589+00:00","humidity","38.2","Percent"
"humidity_sensor_001","2024-11-12T23:57:25.688172+00:00","humidity","39.23","Percent"
"humidity_sensor_001","2024-11-12T23:57:30.783116+00:00","humidity","34","Percent"
"humidity_sensor_001","2024-11-12T23:57:35.654388+00:00","humidity","58.39","Percent"
"humidity_sensor_001","2024-11-12T23:57:41.176097+00:00","humidity","66.7","Percent"
"humidity_sensor_001","2024-11-12T23:57:46.972007+00:00","humidity","35.41","Percent"
"humidity_sensor_001","2024-11-12T23:57:51.443840+00:00","humidity","59.35","Percent"
"humidity_sensor_001","2024-11-12T23:58:14.456029+00:00","humidity","56.93","Percent"
"humidity_sensor_001","2024-11-12T23:58:19.290744+00:00","humidity","50.77","Percent"
"humidity_sensor_001","2024-11-12T23:58:21.643542+00:00","humidity","48.99","Percent"
"humidity_sensor_001","2024-11-12T23:58:26.536333+00:00","humidity","54.22","Percent"
"humidity_sensor_001","2024-11-12T23:58:31.197577+00:00","humidity","63.88","Percent"
"humidity_sensor_001","2024-11-12T23:58:36.266211+00:00","humidity","56.33","Percent"
"humidity_sensor_001","2024-11-12T23:58:41.465702+00:00","humidity","65.68","Percent"
"humidity_sensor_001","2024-11-12T23:58:49.582261+00:00","humidity","51.6","Percent"
"humidity_sensor_001","2024-11-12T23:58:55.395530+00:00","humidity","30.59","Percent"
"humidity_sensor_001","2024-11-12T23:59:01.194935+00:00","humidity","41.41","Percent"
"humidity_sensor_001","2024-11-12T23:59:07.036135+00:00","humidity","41.9","Percent"
"humidity_sensor_001","2024-11-12T23:59:09.511756+00:00","humidity","36.53","Percent"
"humidity_sensor_001","2024-11-12T23:59:14.336022+00:00","humidity","68.09","Percent"
"humidity_sensor_001","2024-11-12T23:59:21.852555+00:00","humidity","66.97","Percent"
"humidity_sensor_001","2024-11-12T23:59:27.230957+00:00","humidity","41.78","Percent"
"humidity_sensor_001","2024-11-13T00:01:05.955446+00:00","humidity","59.33","Percent"
"humidity_sensor_001","2024-11-13T00:01:10.678992+00:00","humidity","44.92","Percent"
"humidity_sensor_001","2024-11-13T00:01:15.524663+00:00","humidity","53.72","Percent"
"humidity_sensor_001","2024-11-13T00:01:20.428210+00:00","humidity","62.99","Percent"
"humidity_sensor_001","2024-11-13T00:01:25.374527+00:00","humidity","49.04","Percent"
"humidity_sensor_001","2024-11-13T00:01:30.368038+00:00","humidity","65.14","Percent"
"humidity_sensor_001","2024-11-13T00:01:35.062909+00:00","humidity","58.3","Percent"
"humidity_sensor_001","2024-11-13T00:01:37.411443+00:00","humidity","64.82","Percent"
"humidity_sensor_001","2024-11-13T00:01:42.108618+00:00","humidity","36.63","Percent"
"humidity_sensor_001","2024-11-13T00:01:46.802185+00:00","humidity","61.37","Percent"
"humidity_sensor_001","2024-11-13T00:01:51.582492+00:00","humidity","50.14","Percent"
"humidity_sensor_001","2024-11-13T00:01:56.617356+00:00","humidity","55.72","Percent"
"humidity_sensor_001","2024-11-13T00:02:01.724109+00:00","humidity","64.5","Percent"
"humidity_sensor_001","2024-11-13T00:02:07.228652+00:00","humidity","62.78","Percent"
"humidity_sensor_001","2024-11-13T00:02:14.921758+00:00","humidity","64.22","Percent"
"humidity_sensor_001","2024-11-13T00:02:20.038923+00:00","humidity","36.45","Percent"
"humidity_sensor_001","2024-11-13T00:02:22.574940+00:00","humidity","39.78","Percent"
"humidity_sensor_001","2024-11-13T00:02:27.604787+00:00","humidity","64.92","Percent"
"humidity_sensor_001","2024-11-13T00:02:32.686370+00:00","humidity","63.3","Percent"
"humidity_sensor_001","2024-11-13T00:02:37.997131+00:00","humidity","49.32","Percent"
"humidity_sensor_001","2024-11-13T00:02:43.221223+00:00","humidity","66.54","Percent"
"humidity_sensor_001","2024-11-13T00:02:48.024043+00:00","humidity","40.82","Percent"
"humidity_sensor_001","2024-11-13T00:02:52.766411+00:00","humidity","48.31","Percent"
"humidity_sensor_001","2024-11-13T00:03:00.997472+00:00","humidity","34.21","Percent"
"humidity_sensor_001","2024-11-13T00:03:06.006541+00:00","humidity","32.02","Percent"
"humidity_sensor_001","2024-11-13T00:03:08.748117+00:00","humidity","69.53","Percent"
"humidity_sensor_001","2024-11-13T00:09:53.980557+00:00","humidity","43.11","Percent"
"humidity_sensor_001","2024-11-13T00:10:03.206212+00:00","humidity","32.06","Percent"
"humidity_sensor_001","2024-11-13T00:10:08.542293+00:00","humidity","55.13","Percent"
"humidity_sensor_001","2024-11-13T00:10:13.757532+00:00","humidity","52.09","Percent"
"humidity_sensor_001","2024-11-13T00:10:19.179008+00:00","humidity","60.1","Percent"
"humidity_sensor_001","2024-11-13T00:10:24.303817+00:00","humidity","59.59","Percent"
"humidity_sensor_001","2024-11-13T00:10:29.301315+00:00","humidity","39.87","Percent"
"humidity_sensor_001","2024-11-13T00:10:34.212566+00:00","humidity","43.36","Percent"
"humidity_sensor_001","2024-11-13T00:10:38.928434+00:00","humidity","35.44","Percent"
"humidity_sensor_001","2024-11-13T00:10:44.117413+00:00","humidity","39.7","Percent"
"humidity_sensor_001","2024-11-13T00:10:46.507270+00:00","humidity","37.88","Percent"
"humidity_sensor_001","2024-11-13T00:11:01.409772+00:00","humidity","44.45","Percent"
"humidity_sensor_001","2024-11-13T00:11:07.591870+00:00","humidity","52.33","Percent"
"humidity_sensor_001","2024-11-13T00:11:10.230164+00:00","humidity","61.07","Percent"
"humidity_sensor_001","2024-11-13T00:11:15.553714+00:00","humidity","69.85","Percent"
"humidity_sensor_001","2024-11-13T00:11:24.362172+00:00","humidity","40.6","Percent"
"humidity_sensor_001","2024-11-13T00:11:30.331845+00:00","humidity","59.56","Percent"
"humidity_sensor_001","2024-11-13T00:11:33.107958+00:00","humidity","37.53","Percent"
"humidity_sensor_001","2024-11-13T00:11:40.445508+00:00","humidity","35","Percent"
"humidity_sensor_001","2024-11-13T00:11:50.289218+00:00","humidity","51.83","Percent"
"humidity_sensor_001","2024-11-13T00:11:57.963820+00:00","humidity","48.42","Percent"
"humidity_sensor_001","2024-11-13T00:12:03.391728+00:00","humidity","33.84","Percent"
"humidity_sensor_001","2024-11-13T00:12:06.068163+00:00","humidity","54.05","Percent"
"humidity_sensor_001","2024-11-13T00:12:11.479681+00:00","humidity","68","Percent"
"humidity_sensor_001","2024-11-13T00:12:16.823168+00:00","humidity","58.28","Percent"
"humidity_sensor_001","2024-11-13T00:12:08.756642+00:00","humidity","64.98","Percent"
"humidity_sensor_001","2024-11-13T00:12:14.123438+00:00","humidity","54.92","Percent"
"energy_sensor_001","2024-11-13T00:12:16.800889+00:00","energy","3.79","kWh"
"energy_sensor_001","2024-11-13T00:12:22.920683+00:00","energy","2.43","kWh"
"energy_sensor_001","2024-11-13T00:12:19.930188+00:00","energy","4.35","kWh"
"energy_sensor_001","2024-11-13T00:12:25.721533+00:00","energy","4.33","kWh"
"temp_sensor_001","2024-11-13T00:12:22.743693+00:00","temperature","24.88","Celsius"
"temp_sensor_001","2024-11-13T00:12:28.357693+00:00","temperature","23.9","Celsius"
"temp_sensor_001","2024-11-13T00:12:25.718924+00:00","temperature","21.17","Celsius"
"temp_sensor_001","2024-11-13T00:12:31.951650+00:00","temperature","18.93","Celsius"
"energy_sensor_001","2024-11-13T00:12:32.120873+00:00","energy","2.69","kWh"
"energy_sensor_001","2024-11-13T00:12:28.322575+00:00","energy","2.05","kWh"
"energy_sensor_001","2024-11-13T00:12:35.873197+00:00","energy","2.32","kWh"
"temp_sensor_001","2024-11-13T00:12:38.635112+00:00","temperature","22.58","Celsius"
"temp_sensor_001","2024-11-13T00:12:35.736013+00:00","temperature","18.57","Celsius"
"humidity_sensor_001","2024-11-13T00:12:41.817536+00:00","humidity","34.56","Percent"
"humidity_sensor_001","2024-11-13T00:12:47.051211+00:00","humidity","35.58","Percent"
"humidity_sensor_001","2024-11-13T00:12:44.394702+00:00","humidity","61.33","Percent"
"humidity_sensor_001","2024-11-13T00:12:49.802403+00:00","humidity","56.71","Percent"
"temp_sensor_001","2024-11-13T00:12:49.819663+00:00","temperature","24.99","Celsius"
"energy_sensor_001","2024-11-13T00:12:50.880975+00:00","energy","3.09","kWh"
